canonical_arxiv_id,published_month,primary_category,categories_text,rule_primary_paradigm,rule_secondary_paradigms,rule_confidence_proxy,rule_total_score,rule_score_json
2607.05798,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Benchmark/Evaluation | Alignment/Safety | Reasoning,0.4444,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 4, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.0579,2026-07,cs.AI,cs.AI,Agent/Tool Use,Alignment/Safety | Benchmark/Evaluation | Reasoning,0.25,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05775,2026-07,cs.AI,cs.AI,Agent/Tool Use,Benchmark/Evaluation | Alignment/Safety | Reasoning,0.3571,14,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 5, ""Alignment/Safety"": 2, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05773,2026-07,cs.AI,cs.AI,Agent/Tool Use,Benchmark/Evaluation | Efficiency/Optimization | Reasoning,0.5714,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 4, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05769,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Dataset/Benchmark | Reasoning | Theory/Methodology,0.4444,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 4, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05761,2026-07,cs.AI,cs.AI,Benchmark/Evaluation,Application,0.6667,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.05752,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Alignment/Safety | Efficiency/Optimization | RAG/Retrieval,0.4,5,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05722,2026-07,cs.CL,cs.CL,Efficiency/Optimization,Agent/Tool Use | Multimodal,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05721,2026-07,cs.CL,cs.CL,Theory/Methodology,Alignment/Safety | Benchmark/Evaluation | Dataset/Benchmark,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.06601,2026-07,cs.LG,"cs.LG, cs.AI",Efficiency/Optimization,Alignment/Safety,0.8,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 4, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05704,2026-07,cs.LG,"cs.LG, cs.CV",Benchmark/Evaluation,Multimodal,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05694,2026-07,stat.ML,"stat.ML, cs.LG",Dataset/Benchmark,Theory/Methodology | Efficiency/Optimization,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05691,2026-07,cs.CL,"cs.CL, cs.LG, q-bio.BM",Application,Dataset/Benchmark,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.05689,2026-07,cs.CL,"cs.CL, cs.SI",Benchmark/Evaluation,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05685,2026-07,cs.HC,"cs.HC, cs.AI",Theory/Methodology,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05679,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Dataset/Benchmark | Theory/Methodology | Alignment/Safety,0.375,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05669,2026-07,cs.RO,"cs.RO, cs.LG",Benchmark/Evaluation,Theory/Methodology,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05666,2026-07,cs.SE,"cs.SE, cs.AI",Agent/Tool Use,Application,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05644,2026-07,cs.CL,"cs.CL, cs.AI",Application,Theory/Methodology,0.75,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 3}"
2607.05638,2026-07,cs.SE,"cs.SE, cs.AI",Benchmark/Evaluation,Agent/Tool Use | Alignment/Safety | Theory/Methodology,0.5556,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05626,2026-07,cs.CL,cs.CL,Alignment/Safety,Benchmark/Evaluation | Efficiency/Optimization,0.3333,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05615,2026-07,cs.LG,cs.LG,Efficiency/Optimization,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05614,2026-07,cs.CL,"cs.CL, cs.AI, cs.CV",Dataset/Benchmark,Application | Benchmark/Evaluation | Reasoning,0.3077,13,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 4, ""Theory/Methodology"": 1, ""Application"": 3}"
2607.05612,2026-07,cs.CL,"cs.CL, eess.AS",Benchmark/Evaluation,Multimodal,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06595,2026-07,cs.CR,"cs.CR, cs.AI",Agent/Tool Use,Efficiency/Optimization | RAG/Retrieval | Theory/Methodology,0.5714,7,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 4, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05583,2026-07,cs.CL,"cs.CL, cs.AI",Efficiency/Optimization,,1.0,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05573,2026-07,cs.AI,"cs.AI, cs.CE",Benchmark/Evaluation,Multimodal | Reasoning | Agent/Tool Use,0.4167,12,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 3, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05571,2026-07,cs.AI,"cs.AI, cs.HC",Benchmark/Evaluation,Application,0.6,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05568,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Benchmark/Evaluation | Application | Efficiency/Optimization,0.4444,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 4, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 1}"
2607.05554,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Dataset/Benchmark | Alignment/Safety,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05552,2026-07,cs.CL,"cs.CL, cs.AI, cs.CY",Alignment/Safety,Benchmark/Evaluation | Dataset/Benchmark | Reasoning,0.25,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05541,2026-07,cs.LG,"cs.LG, cs.AI",Efficiency/Optimization,Benchmark/Evaluation | Reasoning,0.5714,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 4, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05518,2026-07,cs.CR,"cs.CR, cs.AI",Agent/Tool Use,Alignment/Safety | Benchmark/Evaluation | Dataset/Benchmark,0.2857,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05396,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG, cs.RO",Multimodal,Benchmark/Evaluation | Alignment/Safety,0.5,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 3, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05394,2026-07,cs.LG,"cs.LG, cs.AI, cs.CL",Efficiency/Optimization,Reasoning | Theory/Methodology,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05365,2026-07,cs.CL,"cs.CL, cs.AI, eess.AS",Benchmark/Evaluation,Alignment/Safety | Dataset/Benchmark | Efficiency/Optimization,0.5,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 1, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05355,2026-07,cs.CL,"cs.CL, cs.ET, cs.LG",Alignment/Safety,Application | Efficiency/Optimization | Theory/Methodology,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 2}"
2607.05353,2026-07,cs.CR,"cs.CR, cs.AI, cs.CL, cs.LG",Alignment/Safety,Efficiency/Optimization,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05317,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Multimodal,Benchmark/Evaluation | Dataset/Benchmark,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 2, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05316,2026-07,cs.CL,"cs.CL, cs.LG",Dataset/Benchmark,Reasoning,0.75,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.0531,2026-07,cs.AI,cs.AI,Multimodal,Benchmark/Evaluation | Alignment/Safety | Application,0.3636,11,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 4, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 1}"
2607.05292,2026-07,cs.LG,"cs.LG, cs.AI, cs.CV",Alignment/Safety,Benchmark/Evaluation | Efficiency/Optimization,0.3333,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05282,2026-07,eess.SP,"eess.SP, cs.AI, cs.LG, stat.ME",Benchmark/Evaluation,Theory/Methodology | Efficiency/Optimization,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05268,2026-07,cs.CV,"cs.CV, cs.LG",Benchmark/Evaluation,Multimodal | RAG/Retrieval | Theory/Methodology,0.25,4,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05483,2026-07,cs.LG,"cs.LG, cs.AI, cs.LO, cs.MA, cs.PL",RAG/Retrieval,Agent/Tool Use | Benchmark/Evaluation,0.4286,7,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05259,2026-07,cs.CL,"cs.CL, cs.LG",Dataset/Benchmark,Application | Benchmark/Evaluation,0.5,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05217,2026-07,cs.CY,"cs.CY, cs.CL, cs.IR",RAG/Retrieval,Dataset/Benchmark | Alignment/Safety | Benchmark/Evaluation,0.4286,7,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05199,2026-07,cs.AI,cs.AI,Reasoning,Benchmark/Evaluation | Alignment/Safety | Dataset/Benchmark,0.4286,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 3, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05196,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG, cs.SD, eess.AS",Multimodal,Dataset/Benchmark | Efficiency/Optimization | Alignment/Safety,0.3,10,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 2, ""Multimodal"": 3, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05188,2026-07,cs.LG,"cs.LG, cs.SE",Agent/Tool Use,Benchmark/Evaluation | Reasoning | Theory/Methodology,0.25,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05184,2026-07,cs.AI,"cs.AI, cs.LG",Benchmark/Evaluation,Efficiency/Optimization | Reasoning,0.3333,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05174,2026-07,cs.AI,cs.AI,Benchmark/Evaluation,Agent/Tool Use | Application | Efficiency/Optimization,0.4,10,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05479,2026-07,cs.CR,"cs.CR, cs.AI",RAG/Retrieval,Application | Agent/Tool Use | Benchmark/Evaluation,0.375,8,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 2}"
2607.05153,2026-07,stat.ML,"stat.ML, cs.LG, q-bio.BM",Theory/Methodology,Benchmark/Evaluation,0.6667,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05147,2026-07,cs.AI,"cs.AI, cs.CL",Efficiency/Optimization,Benchmark/Evaluation,0.6667,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 4, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05132,2026-07,cs.CY,"cs.CY, cs.CL",Agent/Tool Use,Alignment/Safety,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05123,2026-07,cs.AI,"cs.AI, cs.CV",Reasoning,Benchmark/Evaluation | Theory/Methodology,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05114,2026-07,cs.LG,"cs.LG, cs.AI, cs.CL",Efficiency/Optimization,Benchmark/Evaluation | Agent/Tool Use,0.6364,11,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 7, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05104,2026-07,cs.LG,"cs.LG, cs.AI",Theory/Methodology,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05069,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,Dataset/Benchmark | RAG/Retrieval | Alignment/Safety,0.3636,11,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05055,2026-07,cs.AI,cs.AI,Agent/Tool Use,Alignment/Safety | Benchmark/Evaluation | RAG/Retrieval,0.2353,17,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 4, ""Alignment/Safety"": 3, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05032,2026-07,cs.CL,cs.CL,Reasoning,Agent/Tool Use | Application | Benchmark/Evaluation,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.05031,2026-07,cs.SE,"cs.SE, cs.AI",Benchmark/Evaluation,Efficiency/Optimization,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05029,2026-07,cs.CR,"cs.CR, cs.AI",Agent/Tool Use,Benchmark/Evaluation | Efficiency/Optimization | Reasoning,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
